nil,3,19.3,38.6,nil,2,2010-9-20,nil,nil
nil,3,14.1,16.2,nil,2,2010-9-20,nil,nil
nil,2,13.6,39,nil,2,2010-9-20,nil,nil
nil,2,14.8,53.5,nil,2,2010-9-20,nil,nil
nil,3,11.7,21.1,nil,2,2010-9-20,nil,nil
nil,2,13.9,13.2,nil,1,2010-9-20,nil,nil
nil,2,12.5,27.2,nil,1,2010-9-20,nil,nil
nil,2,16.4,96,nil,3,2010-9-21,nil,nil
nil,2,14.6,63.5,nil,3,2010-9-21,nil,nil
nil,2,16.8,107.3,nil,3,2010-9-21,nil,nil
nil,6,12.3,32.2,nil,5,2010-9-21,nil,nil
nil,6,13.2,39,nil,5,2010-9-21,nil,nil
nil,4,11.3,24.7,nil,5,2010-9-21,nil,nil
nil,4,11.1,21.9,nil,5,2010-9-21,nil,nil
nil,4,12,29.5,nil,5,2010-9-21,nil,nil
nil,6,1.2,24.5,nil,5,2010-9-21,nil,nil
nil,4,9.7,13.2,nil,5,2010-9-21,nil,nil
nil,4,11.3,22.7,nil,5,2010-9-21,nil,nil
nil,4,9.6,6.7,nil,5,2010-9-21,nil,nil
nil,6,14.5,48.2,nil,5,2010-9-21,nil,nil
nil,4,8.4,7.8,nil,5,2010-9-21,nil,nil
nil,4,8.7,4,nil,5,2010-9-21,nil,nil
nil,6,13.9,39.6,nil,5,2010-9-21,nil,nil
nil,4,13,26.2,nil,5,2010-9-21,nil,nil
nil,4,8,4.2,nil,5,2010-9-21,nil,nil
nil,4,8,4.8,nil,5,2010-9-21,nil,nil
nil,4,11.8,19.8,nil,5,2010-9-21,nil,nil
nil,6,10.9,20.3,nil,5,2010-9-21,nil,nil
nil,6,11,20.6,nil,5,2010-9-21,nil,nil
nil,6,12.7,20.6,nil,5,2010-9-21,nil,nil
nil,4,10.2,18.3,nil,5,2010-9-21,nil,nil
nil,4,9.4,14.1,nil,5,2010-9-21,nil,nil
nil,6,8.5,10.9,nil,5,2010-9-21,nil,nil
nil,4,8.5,11.5,nil,5,2010-9-21,nil,nil
nil,4,13.7,36.2,nil,5,2010-9-21,nil,nil
nil,4,10.9,12.6,nil,5,2010-9-21,nil,nil
nil,4,9.9,9.2,nil,5,2010-9-21,nil,nil
nil,2,12.7,31.2,nil,5,2010-9-21,nil,nil
nil,4,13.6,42.6,nil,5,2010-9-21,nil,nil
nil,6,8.6,8.5,nil,5,2010-9-21,nil,nil
nil,4,11.5,22.3,nil,5,2010-9-21,nil,nil
nil,6,1.9,13.2,nil,5,2010-9-21,nil,nil
nil,6,9.7,15.6,nil,5,2010-9-21,nil,nil
nil,6,12.4,8.8,nil,5,2010-9-21,nil,nil
nil,6,10.4,15.1,nil,5,2010-9-21,nil,nil
nil,6,10,17.5,nil,5,2010-9-21,nil,nil
nil,6,7.5,7.6,nil,5,2010-9-21,nil,nil
nil,6,11.5,25.6,nil,5,2010-9-21,nil,nil
nil,4,8.4,8.5,nil,5,2010-9-21,nil,nil
nil,6,11.9,28.6,nil,5,2010-9-21,nil,nil
nil,6,8.1,9.3,nil,5,2010-9-21,nil,nil
nil,6,8,7.4,nil,5,2010-9-21,nil,nil
nil,4,10.7,13,nil,5,2010-9-21,nil,nil
nil,4,10,14.2,nil,5,2010-9-21,nil,nil
nil,4,9,9.1,nil,5,2010-9-21,nil,nil
nil,4,8.1,6.5,nil,5,2010-9-21,nil,nil
nil,6,10,16,nil,5,2010-9-21,nil,nil
nil,6,11.8,28.4,nil,5,2010-9-21,nil,nil
nil,4,14,41,nil,5,2010-9-21,nil,nil
nil,6,10.3,16.6,nil,5,2010-9-21,nil,nil
nil,6,11.9,29.8,nil,5,2010-9-21,nil,nil
nil,6,8.2,6.5,nil,5,2010-9-21,nil,nil
nil,4,10.9,22.3,nil,5,2010-9-21,nil,nil
nil,3,nil,nil,nil,1,2010-9-21,nil,nil
nil,2,nil,nil,nil,1,2010-9-21,nil,nil
nil,2,nil,nil,nil,1,2010-9-21,nil,nil
nil,2,nil,nil,nil,1,2010-9-21,nil,nil
nil,2,nil,nil,nil,1,2010-9-21,nil,nil
nil,3,13.6,13.2,nil,1,2010-9-21,nil,nil
nil,3,12.4,15.2,nil,1,2010-9-21,nil,nil
nil,2,15.8,58.6,nil,2,2010-9-21,nil,nil
nil,2,15.8,54.6,nil,2,2010-9-21,nil,nil
nil,2,23.8,242.5,nil,1,2010-9-21,Hook stuck in mouth - cut it out,nil
nil,3,13.3,24.2,nil,1,2010-9-21,nil,nil
nil,3,12.4,6.6,nil,1,2010-9-21,nil,nil
nil,3,13,31.9,nil,1,2010-9-21,nil,nil
nil,3,12.6,28.8,nil,1,2010-9-21,nil,nil
nil,3,nil,nil,nil,1,2010-9-21,nil,nil
nil,2,nil,nil,nil,1,2010-9-21,nil,nil
nil,6,16.5,69,nil,2,2010-9-21,Out of water too long,nil
nil,3,12.5,82.6,nil,2,2010-9-21,nil,nil
nil,4,12,22,nil,2,2010-9-21,nil,nil
nil,3,14.4,21.9,nil,2,2010-9-21,nil,nil
nil,4,13.9,40.9,nil,2,2010-9-21,nil,nil
nil,4,15.1,21.2,nil,2,2010-9-21,nil,nil
nil,3,14.9,39.2,nil,2,2010-9-21,nil,nil
nil,4,13.4,39.2,nil,2,2010-9-21,nil,nil
nil,3,13.5,35.9,nil,2,2010-9-21,nil,nil
nil,3,12.9,26,nil,2,2010-9-21,nil,nil
nil,4,15,49.3,nil,2,2010-9-21,nil,nil
nil,4,13,39.6,nil,2,2010-9-21,nil,nil
nil,4,4,1.4,nil,2,2010-9-21,nil,nil
nil,4,14,37.1,nil,2,2010-9-21,nil,nil
nil,3,12,25.4,nil,2,2010-9-21,nil,nil
nil,2,21.5,221.3,nil,3,2010-9-23,Not tagged:took too long,nil
nil,2,7.6,nil,nil,3,2010-9-23,tagged 3 times,nil
nil,2,22.4,252,nil,3,2010-9-23,took too long to tag,nil
nil,2,18.5,143.8,nil,3,2010-9-23,took too long to tag/swallowed hook,nil
nil,2,22.5,171,nil,3,2010-9-23,took too long to tag,nil
nil,2,20,203.5,nil,3,2010-9-23,nil,nil
nil,2,nil,nil,nil,5,2010-9-23,Swallowed hook/ blood loss: died,nil
nil,2,nil,nil,nil,5,2010-9-23,Swallowed hook/ blood loss: died,nil
nil,2,11,21.8,nil,5,2010-9-23,nil,nil
nil,6,7,8,nil,5,2010-9-23,nil,nil
nil,6,8,12,nil,5,2010-9-23,nil,nil
nil,2,11,21,nil,5,2010-9-23,nil,nil
nil,6,11,21,nil,5,2010-9-23,nil,nil
nil,6,11,25,nil,5,2010-9-23,nil,nil
nil,4,17,107,nil,5,2010-9-23,nil,nil
nil,1,10.5,11.4,nil,3,2010-9-23,nil,nil
nil,2,9.8,15.1,nil,3,2010-9-23,nil,nil
nil,3,14,42,nil,5,2010-9-23,nil,nil
nil,3,8,11,nil,5,2010-9-23,nil,nil
nil,2,11,21,nil,5,2010-9-23,nil,nil
nil,2,11,20,nil,5,2010-9-23,nil,nil
nil,2,12,35,nil,5,2010-9-23,nil,nil
nil,4,12,32,nil,5,2010-9-23,nil,nil
nil,2,14,51,nil,5,2010-9-23,nil,nil
nil,3,10,11.4,nil,5,2010-9-23,nil,nil
nil,2,12,33,nil,5,2010-9-23,nil,nil
nil,3,9,16,nil,5,2010-9-23,nil,nil
nil,2,14,36,nil,5,2010-9-23,nil,nil
nil,3,9,18,nil,5,2010-9-23,nil,nil
nil,2,14,46.2,nil,5,2010-9-23,nil,nil
nil,3,11,15,nil,5,2010-9-23,nil,nil
nil,2,nil,nil,nil,5,2010-9-23,Swallowed hook and threw out,nil
nil,4,10,25,nil,5,2010-9-23,nil,nil
nil,4,13,40.1,nil,2,2010-10-14,nil,nil
nil,3,14.2,42.3,nil,2,2010-10-14,nil,nil
nil,2,13.9,43.5,nil,2,2010-10-14,nil,nil
nil,3,14.7,50.1,nil,2,2010-10-14,nil,nil
nil,2,12.1,2.8,nil,2,2010-10-14,nil,nil
nil,2,13.6,40.1,true,1,2010-10-22,nil,nil
nil,4,16.5,74.5,nil,2,2010-10-22,Tried 3 times,nil
nil,3,15.2,55.8,nil,2,2010-10-22,Tried 3 times,nil
nil,2,10.4,19.6,nil,5,2009-9-14,nil,12
nil,3,13.9,44,nil,5,2009-9-14,nil,12
nil,3,10.9,18.7,nil,5,2009-9-14,nil,12
nil,3,9.4,13.7,nil,5,2009-9-14,nil,12
nil,4,12.5,31.8,nil,5,2009-9-14,nil,12
nil,2,10.3,14.7,nil,5,2009-9-14,nil,12
nil,2,10.3,22.2,nil,5,2009-9-14,nil,12
nil,2,10.9,25.2,nil,5,2009-9-14,nil,12
nil,2,1.3,25.2,nil,5,2009-9-14,nil,12
nil,2,11.5,24.5,nil,5,2009-9-14,nil,12
nil,2,11.3,21.4,nil,5,2009-9-14,nil,12
nil,4,11.6,20,nil,5,2009-9-14,nil,12
nil,3,7.9,5.5,nil,3,2009-9-14,nil,12
nil,2,9.6,13.3,nil,5,2009-9-14,nil,12
nil,2,12.2,35.2,nil,5,2009-9-14,nil,12
nil,2,13.8,49.5,nil,5,2009-9-14,nil,12
nil,2,13.3,38.2,nil,5,2009-9-14,nil,12
nil,2,14.7,66.1,nil,5,2009-9-14,nil,12
nil,2,11,23.6,nil,3,2009-9-14,nil,12
nil,2,9.6,17.5,nil,5,2009-9-14,nil,12
nil,2,9.2,16.2,nil,5,2009-9-14,nil,12
nil,2,8.4,10.5,nil,5,2009-9-14,nil,12
nil,2,10.1,16.2,nil,5,2009-9-14,nil,12
nil,2,1.2,28.1,nil,5,2009-9-14,nil,12
nil,2,12.9,36.5,nil,5,2009-9-14,nil,12
nil,2,9.3,16.7,nil,3,2009-9-14,nil,12
nil,2,10,17.8,nil,5,2009-9-14,nil,12
nil,2,10.4,19.6,nil,5,2009-9-14,nil,12
nil,2,11.3,25.4,nil,5,2009-9-14,nil,12
nil,2,10.8,23.2,nil,5,2009-9-14,nil,12
nil,2,11.7,27.6,nil,5,2009-9-14,nil,12
nil,2,10,19.6,nil,5,2009-9-14,nil,12
nil,2,9.4,15.4,nil,5,2009-9-14,nil,12
nil,2,10.5,26.7,nil,5,2009-9-14,nil,12
nil,2,10.6,18.6,nil,5,2009-9-14,nil,12
nil,2,10.7,19.6,nil,5,2009-9-14,nil,12
nil,3,9.4,15.4,nil,5,2009-9-14,nil,12
nil,2,10.1,19.4,nil,5,2009-9-14,nil,12
nil,2,17,108,nil,5,2009-9-15,nil,3
nil,2,10,18.5,nil,5,2009-9-15,nil,3
nil,3,8.9,10.7,nil,5,2009-9-15,nil,3
nil,3,7.4,6,nil,5,2009-9-15,nil,3
nil,1,6.5,2.9,nil,5,2009-9-15,nil,3
nil,1,11.4,16,nil,5,2009-9-15,nil,3
